RGIId,ELA
RGI60-13.16273,5120
RGI60-13.16293,5175
RGI60-13.16309,5724
RGI60-13.16314,5348
RGI60-13.16346,5248
RGI60-13.16347,5286
RGI60-13.16360,5560
RGI60-13.16362,5125
RGI60-13.16374,5644
RGI60-13.16378,4924
RGI60-13.16389,5099
RGI60-13.16390,5783
RGI60-13.16412,5754
RGI60-13.16460,5112
RGI60-13.16461,4527
RGI60-13.16469,5118
RGI60-13.16484,5313
RGI60-13.16494,5582
RGI60-13.16511,5327
RGI60-13.16534,5349
RGI60-13.16539,5051
RGI60-13.16575,5338
RGI60-13.16577,5285
RGI60-13.16594,4542
RGI60-13.16596,4550
RGI60-13.16598,5219
RGI60-13.16611,5242
RGI60-13.16662,4833
RGI60-13.16675,5106
RGI60-13.16688,4863
RGI60-13.16705,5177
RGI60-13.16712,5463
RGI60-13.16722,5303
RGI60-13.16723,4810
RGI60-13.16725,5057
RGI60-13.16731,5834
RGI60-13.16732,5212
RGI60-13.16738,5418
RGI60-13.16745,5102
RGI60-13.16747,5267
RGI60-13.16748,4925
RGI60-13.16749,5120
RGI60-13.16750,5198
RGI60-13.16753,4921
RGI60-13.16773,5855
RGI60-13.16786,5278
RGI60-13.16818,6158
RGI60-13.16850,5195
RGI60-13.16857,4773
RGI60-13.16944,5184
RGI60-13.16990,NaN
RGI60-13.17116,NaN
RGI60-13.17122,NaN
RGI60-13.17130,NaN
RGI60-13.17134,NaN
RGI60-13.17243,4672
RGI60-13.17267,4486
RGI60-13.17291,NaN
RGI60-13.17301,NaN
RGI60-13.17335,NaN
RGI60-13.17395,NaN
RGI60-13.17423,5228
RGI60-13.17425,4207
RGI60-13.17439,5086
RGI60-13.17440,5188
RGI60-13.17441,5025
RGI60-13.17534,4291
RGI60-13.17538,4084
RGI60-13.17542,3793
RGI60-13.17573,5140
RGI60-13.17579,4232
RGI60-13.17585,4793
RGI60-13.17672,NaN
RGI60-13.17683,4229
RGI60-13.17686,4108
RGI60-13.17691,4518
RGI60-13.17693,4115
RGI60-13.17710,4079
RGI60-13.17711,4529
RGI60-13.17761,4107
RGI60-13.17773,4043
RGI60-13.17783,3801
RGI60-13.17785,3832
RGI60-13.17803,3421
RGI60-13.17805,4085
RGI60-13.17817,4342
RGI60-13.17820,4512
RGI60-13.17821,3199
RGI60-13.17823,4045
RGI60-13.17828,4862
RGI60-13.17829,3746
RGI60-13.17835,4278
RGI60-13.17856,3799
RGI60-13.17860,4001
RGI60-13.17861,3905
RGI60-13.17868,3370
RGI60-13.17869,3040
RGI60-13.17870,3106
RGI60-13.17894,3938
RGI60-13.17898,4607
RGI60-13.17928,3349
RGI60-13.17947,4389
RGI60-13.17948,4953
RGI60-13.17951,4580
RGI60-13.17963,5249
RGI60-13.17971,3973
RGI60-13.18021,3773
RGI60-13.18030,4880
RGI60-13.18039,3489
RGI60-13.18049,4092
RGI60-13.18053,4132
RGI60-13.18067,4154.450601
RGI60-13.18071,4072
RGI60-13.18079,4160
RGI60-13.18087,4181
RGI60-13.18088,4046
RGI60-13.18096,4143
RGI60-13.18107,3731
RGI60-13.18108,4065
RGI60-13.18110,4550
RGI60-13.18142,3832
RGI60-13.18150,4351
RGI60-13.18159,4744
RGI60-13.18160,5090
RGI60-13.18161,4873
RGI60-13.18177,4608
RGI60-13.18180,4881
RGI60-13.18181,4404
RGI60-13.18196,5397
RGI60-13.18197,4416
RGI60-13.18198,4834
RGI60-13.18202,4885
RGI60-13.18203,4571
RGI60-13.18219,4448
RGI60-13.18223,5308
RGI60-13.18260,NaN
RGI60-13.18317,4031
RGI60-13.18348,4922
RGI60-13.18353,NaN
RGI60-13.18354,3910
RGI60-13.18362,4071
RGI60-13.18371,5129
RGI60-13.18385,4061
RGI60-13.18393,4103
RGI60-13.18413,4280
RGI60-13.18418,4267
RGI60-13.18420,4203
RGI60-13.18423,4081
RGI60-13.18469,5090
RGI60-13.18475,4276
RGI60-13.18477,NaN
RGI60-13.18483,4236
RGI60-13.18508,4303
RGI60-13.18510,4322
RGI60-13.18511,4297
RGI60-13.18517,4643
RGI60-13.18518,4114
RGI60-13.18523,4273
RGI60-13.18541,3399
RGI60-13.18542,5538
RGI60-13.18546,4168
RGI60-13.18579,4476
RGI60-13.18598,4335
RGI60-13.18629,5077
RGI60-13.18633,4864
RGI60-13.18671,4809
RGI60-13.18677,4522
RGI60-13.18688,3517
RGI60-13.18710,5177
RGI60-13.18735,4451
RGI60-13.18758,4250
RGI60-13.18761,4377
RGI60-13.18772,4152
RGI60-13.18782,4498
RGI60-13.18789,4237
RGI60-13.18809,4406
RGI60-13.18816,5031
RGI60-13.18830,4607
RGI60-13.18831,4709
RGI60-13.18832,3718
RGI60-13.18834,4633
RGI60-13.18835,4497
RGI60-13.18868,4429
RGI60-13.18869,5573
RGI60-13.18887,4402
RGI60-13.18923,3443
RGI60-13.18925,3855
RGI60-13.18930,3113
RGI60-13.18939,4248
RGI60-13.18940,4472
RGI60-13.18941,4686
RGI60-13.18943,4631
RGI60-13.18950,NaN
RGI60-13.18951,3896
RGI60-13.18958,5295
RGI60-13.18959,4591
RGI60-13.18961,5310
RGI60-13.18963,4785
RGI60-13.18964,4736
RGI60-13.18970,4671
RGI60-13.18971,5518
RGI60-13.18976,5499
RGI60-13.18987,4384
RGI60-13.19000,4832
RGI60-13.19004,4514
RGI60-13.19006,4778
RGI60-13.19010,4013
RGI60-13.19011,4416
RGI60-13.19015,4115
RGI60-13.19026,4350
RGI60-13.19039,4135
RGI60-13.19049,4439
RGI60-13.19053,4407
RGI60-13.19056,4480
RGI60-13.19065,5218
RGI60-13.19070,4386
RGI60-13.19075,4499
RGI60-13.19080,NaN
RGI60-13.19084,4467
RGI60-13.19129,4747
RGI60-13.19135,4412
RGI60-13.19153,4513
RGI60-13.19157,5536
RGI60-13.19158,5094
RGI60-13.19160,5723
RGI60-13.19167,3872
RGI60-13.19173,4994
RGI60-13.19175,5386
RGI60-13.19177,5402
RGI60-13.19184,4508
RGI60-13.19185,4463
RGI60-13.19216,5457
RGI60-13.19224,4739
RGI60-13.19228,4865
RGI60-13.19246,4671
RGI60-13.19264,5883
RGI60-13.19267,4258
RGI60-13.19271,3958
RGI60-13.19273,4725
RGI60-13.19275,3887
RGI60-13.19288,3826
RGI60-13.19289,NaN
RGI60-13.19292,4772
RGI60-13.19294,4687
RGI60-13.19296,5296
RGI60-13.19297,4687
RGI60-13.19298,4013
RGI60-13.19305,3672
RGI60-13.19318,4901
RGI60-13.19321,3864
RGI60-13.19329,4045
RGI60-13.19340,4368
RGI60-13.19360,4335
RGI60-13.19370,3296
RGI60-13.19379,4824
RGI60-13.19408,4034
RGI60-13.19410,4304
RGI60-13.19419,3172
RGI60-13.19450,5073
RGI60-13.19492,5788
RGI60-13.19515,5012
RGI60-13.19539,6183.403153
RGI60-13.19542,4466
RGI60-13.19548,5028
RGI60-13.19559,4884
RGI60-13.19565,5614
RGI60-13.19568,5452
RGI60-13.19586,5531
RGI60-13.19594,4546
RGI60-13.19599,4672
RGI60-13.19619,4738
RGI60-13.19628,4596
RGI60-13.19629,4365
RGI60-13.19631,3788
RGI60-13.19632,4465
RGI60-13.19634,3761
RGI60-13.19641,4281
RGI60-13.19643,3911
RGI60-13.19645,5621
RGI60-13.19648,4783
RGI60-13.19649,4027
RGI60-13.19651,4146
RGI60-13.19654,5586
RGI60-13.19661,3787
RGI60-13.19664,4250
RGI60-13.19669,4025
RGI60-13.19691,4140
RGI60-13.19692,4691
RGI60-13.19698,4453
RGI60-13.19740,4299
RGI60-13.19750,3680
RGI60-13.19757,3165
RGI60-13.19758,NaN
RGI60-13.19760,5724
RGI60-13.19761,5627
RGI60-13.19763,3870
RGI60-13.19776,5069
RGI60-13.19795,4804
RGI60-13.19797,5620
RGI60-13.19806,4702
RGI60-13.19807,3130
RGI60-13.19824,3694
RGI60-13.19847,3771
RGI60-13.19851,3724
RGI60-13.19863,3426
RGI60-13.19869,3854
RGI60-13.19874,3938
RGI60-13.19875,4219
RGI60-13.19878,3559
RGI60-13.19891,3708
RGI60-13.19897,3766
RGI60-13.19920,4248
RGI60-13.19930,4471
RGI60-13.19942,4016
RGI60-13.19943,3837
RGI60-13.19944,4292
RGI60-13.19981,4547
RGI60-13.20005,3607
RGI60-13.20012,4045
RGI60-13.20035,3968
RGI60-13.20038,3773
RGI60-13.20043,4356
RGI60-13.20074,4925
RGI60-13.20111,4266
RGI60-13.20112,4292
RGI60-13.20114,4153
RGI60-13.20139,5294
RGI60-13.20143,5045
RGI60-13.20147,5914
RGI60-13.20164,4465
RGI60-13.20170,3575
RGI60-13.20175,4359
RGI60-13.20177,4831
RGI60-13.20179,4467
RGI60-13.20180,4482
RGI60-13.20210,4813
RGI60-13.20217,3537
RGI60-13.20218,4056
RGI60-13.20222,4153
RGI60-13.20231,3615
RGI60-13.20238,4212
RGI60-13.20239,3991
RGI60-13.20245,4581
RGI60-13.20247,4958
RGI60-13.20255,4420
RGI60-13.20268,4977
RGI60-13.20272,3521
RGI60-13.20283,3728
RGI60-13.20293,3482
RGI60-13.20301,3590
RGI60-13.20315,4086
RGI60-13.20324,3684
RGI60-13.20327,4070
RGI60-13.20460,4425
RGI60-13.20466,6155
RGI60-13.20471,4493
RGI60-13.20474,4689
RGI60-13.20475,4960
RGI60-13.20484,5350
RGI60-13.20494,4952
RGI60-13.20500,NaN
RGI60-13.20530,7003.338338
RGI60-13.20556,5238
RGI60-13.20557,5674
RGI60-13.20561,4209
RGI60-13.20571,5031
RGI60-13.20592,4650
RGI60-13.20608,4600
RGI60-13.20626,3986
RGI60-13.20663,NaN
RGI60-13.20670,NaN
RGI60-13.20671,NaN
RGI60-13.20715,NaN
RGI60-13.20746,4241
RGI60-13.20778,4351
RGI60-13.20795,4339
RGI60-13.20801,4461
RGI60-13.20802,4470
RGI60-13.20806,4368
RGI60-13.20884,NaN
RGI60-13.20912,NaN
RGI60-13.20917,NaN
RGI60-13.20920,NaN
RGI60-13.20922,NaN
RGI60-13.20923,4568
RGI60-13.20999,NaN
RGI60-13.21054,4446.164026
RGI60-13.21057,4609.749007
RGI60-13.21058,4454
RGI60-13.21127,4431
RGI60-13.21128,4810.895739
RGI60-13.21192,4790
RGI60-13.21194,4448
RGI60-13.21197,4429
RGI60-13.21215,4894
RGI60-13.21216,4547
RGI60-13.21219,4977
RGI60-13.21303,4773
RGI60-13.21305,4657
RGI60-13.21324,5068
RGI60-13.21341,4809
RGI60-13.21343,4724
RGI60-13.21353,5149.052607
RGI60-13.21355,4666
RGI60-13.21357,4631
RGI60-13.21451,5062
RGI60-13.21485,NaN
RGI60-13.21523,4874
RGI60-13.21538,5136
RGI60-13.21551,5321
RGI60-13.21552,5059
RGI60-13.21556,5373
RGI60-13.21579,4571
RGI60-13.21581,5266
RGI60-13.21582,4979
RGI60-13.21583,5066
RGI60-13.21586,5109
RGI60-13.21590,5269
RGI60-13.21591,4884
RGI60-13.21595,4833
RGI60-13.21703,4494.848755
RGI60-13.21752,5073
RGI60-13.21778,NaN
RGI60-13.21792,NaN
RGI60-13.21841,NaN
RGI60-13.21879,NaN
RGI60-13.21884,NaN
RGI60-13.22089,NaN
RGI60-13.22155,NaN
RGI60-13.22244,4984
RGI60-13.22248,3423
RGI60-13.22250,3642
RGI60-13.22260,4797
RGI60-13.22267,3504
RGI60-13.22268,3877
RGI60-13.22276,3710
RGI60-13.22289,4157
RGI60-13.22293,4001
RGI60-13.22297,3973
RGI60-13.22317,3981
RGI60-13.22319,4719
RGI60-13.22329,4786
RGI60-13.22359,4392
RGI60-13.22367,5270
RGI60-13.22373,3772
RGI60-13.22375,3389
RGI60-13.22382,4358
RGI60-13.22391,4453
RGI60-13.22394,3877
RGI60-13.22419,3852
RGI60-13.22441,4232
RGI60-13.22444,3779
RGI60-13.22497,3913
RGI60-13.22502,4003
RGI60-13.22511,4092
RGI60-13.22514,3713
RGI60-13.22516,3935
RGI60-13.22520,3833
RGI60-13.22523,3853
RGI60-13.22526,3774
RGI60-13.22538,3975
RGI60-13.22559,8263.806153
RGI60-13.22560,4384
RGI60-13.22563,4944
RGI60-13.22572,4631
RGI60-13.22573,3824
RGI60-13.22582,3929
RGI60-13.22615,NaN
RGI60-13.22616,3496
RGI60-13.22617,5319
RGI60-13.22630,4006
RGI60-13.22644,3942
RGI60-13.22645,3454
RGI60-13.22648,3995
RGI60-13.22661,3618
RGI60-13.22663,4061
RGI60-13.22678,4059
RGI60-13.22803,5214
RGI60-13.22829,3952
RGI60-13.22884,4073
RGI60-13.22898,3540
RGI60-13.23029,4156
RGI60-13.23272,NaN
RGI60-13.23342,NaN
RGI60-13.23346,NaN
RGI60-13.23358,NaN
RGI60-13.23368,NaN
RGI60-13.23410,NaN
RGI60-13.23425,4184
RGI60-13.23446,3864
RGI60-13.23521,4374
RGI60-13.23843,NaN
RGI60-13.23886,NaN
RGI60-13.23888,NaN
RGI60-13.23891,NaN
RGI60-13.23892,NaN
RGI60-13.23893,NaN
RGI60-13.23909,NaN
RGI60-13.23930,NaN
RGI60-13.23950,NaN
RGI60-13.23955,NaN
RGI60-13.24050,5547.862158
RGI60-13.24061,5519
RGI60-13.24062,5538
RGI60-13.24067,5820
RGI60-13.24073,5435
RGI60-13.24080,5587.009004
RGI60-13.24103,NaN
RGI60-13.24165,5568
RGI60-13.24225,5557
RGI60-13.24315,NaN
RGI60-13.24341,5792
RGI60-13.24342,5931.466504
RGI60-13.24355,5852
RGI60-13.24356,5783
RGI60-13.24360,5745.94564
RGI60-13.24365,5870
RGI60-13.24367,5809
RGI60-13.24374,5710.354082
RGI60-13.24381,5770.315777
RGI60-13.24397,5789
RGI60-13.24399,5782
RGI60-13.24404,5740
RGI60-13.24409,5872
RGI60-13.24414,5697
RGI60-13.24418,5813
RGI60-13.24422,5858
RGI60-13.24425,5844
RGI60-13.24427,5689
RGI60-13.24457,5537
RGI60-13.24460,5727.847789
RGI60-13.24479,NaN
RGI60-13.24480,NaN
RGI60-13.24517,5720.987178
RGI60-13.24519,5796.780454
RGI60-13.24527,NaN
RGI60-13.24531,NaN
RGI60-13.24560,NaN
RGI60-13.24572,NaN
RGI60-13.24574,5331
RGI60-13.24575,5729.805376
RGI60-13.24578,NaN
RGI60-13.24591,NaN
RGI60-13.24601,NaN
RGI60-13.24602,NaN
RGI60-13.24604,NaN
RGI60-13.24605,NaN
RGI60-13.24606,NaN
RGI60-13.24609,NaN
RGI60-13.24620,5676
RGI60-13.24624,NaN
RGI60-13.24630,NaN
RGI60-13.24632,NaN
RGI60-13.24634,5952
RGI60-13.24638,5690
RGI60-13.24652,5781
RGI60-13.24653,5817
RGI60-13.24655,5680
RGI60-13.24656,5733
RGI60-13.24657,6469
RGI60-13.24658,5748
RGI60-13.24660,5741
RGI60-13.24663,5688
RGI60-13.24667,5898
RGI60-13.24668,5732
RGI60-13.24672,5743
RGI60-13.24676,5597
RGI60-13.24678,5852
RGI60-13.24705,5913
RGI60-13.24706,5857
RGI60-13.24708,5998
RGI60-13.24715,5873
RGI60-13.24733,5634
RGI60-13.24735,6028
RGI60-13.24737,5646
RGI60-13.24739,5842
RGI60-13.24741,5745
RGI60-13.24745,5670
RGI60-13.24748,5705
RGI60-13.24750,5555
RGI60-13.24755,5712
RGI60-13.24757,5665
RGI60-13.24768,6037
RGI60-13.24770,5621
RGI60-13.24771,5714
RGI60-13.24773,5719
RGI60-13.24774,5741
RGI60-13.24775,5648
RGI60-13.24777,5700
RGI60-13.24778,5684
RGI60-13.24781,5717
RGI60-13.24782,5693
RGI60-13.24783,5959
RGI60-13.24784,5670
RGI60-13.24809,5776
RGI60-13.24813,6129
RGI60-13.24816,5899
RGI60-13.24817,6293
RGI60-13.24819,5794
RGI60-13.24821,5784
RGI60-13.24823,5780
RGI60-13.24827,5635
RGI60-13.24828,5820
RGI60-13.24830,5725
RGI60-13.24855,NaN
RGI60-13.24874,NaN
RGI60-13.24879,NaN
RGI60-13.24953,NaN
RGI60-13.24957,NaN
RGI60-13.24958,NaN
RGI60-13.25025,NaN
RGI60-13.25041,NaN
RGI60-13.25203,5507.416077
RGI60-13.25208,5482
RGI60-13.25221,5560
RGI60-13.25236,5544
RGI60-13.25242,5637
RGI60-13.25254,5538.843556
RGI60-13.25282,5428
RGI60-13.25285,5522
RGI60-13.25299,5461
RGI60-13.25307,NaN
RGI60-13.25312,NaN
RGI60-13.25471,5779
RGI60-13.25581,5785
RGI60-13.25594,5798.930443
RGI60-13.25606,6117.549961
RGI60-13.25611,5755
RGI60-13.25645,5642.352721
RGI60-13.25651,5837
RGI60-13.25822,5937
RGI60-13.25824,5672
RGI60-13.25834,5411
RGI60-13.25841,5894
RGI60-13.25871,NaN
RGI60-13.25900,5545
RGI60-13.25912,5862
RGI60-13.25914,5148
RGI60-13.25920,5427
RGI60-13.25922,4965
RGI60-13.25924,5424
RGI60-13.25948,5629
RGI60-13.26061,NaN
RGI60-13.26066,NaN
RGI60-13.26195,6117.9929
RGI60-13.26237,5998
RGI60-13.26239,5363
RGI60-13.26243,6762
RGI60-13.26245,6194
RGI60-13.26246,6328
RGI60-13.26247,6273
RGI60-13.26248,6157
RGI60-13.26255,6390
RGI60-13.26281,7005
RGI60-13.26283,6307
RGI60-13.26291,6026
RGI60-13.26304,5803
RGI60-13.26313,6262
RGI60-13.26331,6165
RGI60-13.26348,5920
RGI60-13.26360,NaN
RGI60-13.26374,6266
RGI60-13.26377,6528
RGI60-13.26378,5865
RGI60-13.26380,6475
RGI60-13.26381,6063
RGI60-13.26384,5704
RGI60-13.26385,5825.090596
RGI60-13.26387,5678
RGI60-13.26394,6094
RGI60-13.26395,5696
RGI60-13.26404,5235
RGI60-13.26415,5734
RGI60-13.26426,6535
RGI60-13.26432,6010.792551
RGI60-13.26437,5388
RGI60-13.26439,6127
RGI60-13.26440,NaN
RGI60-13.26446,NaN
RGI60-13.26449,NaN
RGI60-13.26583,5774
RGI60-13.26584,6257
RGI60-13.26588,6646
RGI60-13.26590,5742
RGI60-13.26592,5783
RGI60-13.26593,6718
RGI60-13.26604,6600
RGI60-13.26611,5969
RGI60-13.26642,5994
RGI60-13.26661,6269
RGI60-13.26666,5807
RGI60-13.26669,6038
RGI60-13.26671,6296.802297
RGI60-13.26672,6106.445367
RGI60-13.26713,6112
RGI60-13.26892,6061.276164
RGI60-13.26898,6367
RGI60-13.26904,5786
RGI60-13.26906,5857
RGI60-13.26909,5907
RGI60-13.26910,5424
RGI60-13.26911,5579
RGI60-13.26922,5536
RGI60-13.26923,5479
RGI60-13.26926,5664
RGI60-13.26927,5853
RGI60-13.26928,6391
RGI60-13.26929,5385
RGI60-13.26931,5586
RGI60-13.26932,5955
RGI60-13.26941,5546
RGI60-13.26949,5490
RGI60-13.26953,5918
RGI60-13.26954,5784
RGI60-13.26961,5442
RGI60-13.26966,5772
RGI60-13.26967,5643
RGI60-13.26968,5979
RGI60-13.26969,5889
RGI60-13.26972,6341
RGI60-13.26974,5632
RGI60-13.26985,6079
RGI60-13.27024,6109
RGI60-13.27035,6012
RGI60-13.27038,6102
RGI60-13.27113,6080
RGI60-13.27118,6050
RGI60-13.27183,6302
RGI60-13.27193,6175
RGI60-13.27256,6092
RGI60-13.27263,6061
RGI60-13.27276,6179
RGI60-13.27277,6298
RGI60-13.27397,NaN
RGI60-13.27538,NaN
RGI60-13.27540,NaN
RGI60-13.27561,NaN
RGI60-13.27587,NaN
RGI60-13.27596,NaN
RGI60-13.27604,NaN
RGI60-13.27606,NaN
RGI60-13.27613,NaN
RGI60-13.27618,NaN
RGI60-13.27620,NaN
RGI60-13.27621,NaN
RGI60-13.27622,NaN
RGI60-13.27687,NaN
RGI60-13.27693,NaN
RGI60-13.27772,NaN
RGI60-13.27777,NaN
RGI60-13.27822,NaN
RGI60-13.27830,NaN
RGI60-13.28211,NaN
RGI60-13.28216,NaN
RGI60-13.28219,NaN
RGI60-13.28222,NaN
RGI60-13.28248,NaN
RGI60-13.28431,NaN
RGI60-13.28432,NaN
RGI60-13.28454,NaN
RGI60-13.28457,NaN
RGI60-13.28501,5975
RGI60-13.28514,5810
RGI60-13.28518,6212
RGI60-13.28538,5916
RGI60-13.28554,6212
RGI60-13.28560,6067
RGI60-13.28588,6144
RGI60-13.28610,6208
RGI60-13.28636,6105
RGI60-13.28648,5852
RGI60-13.28654,6165
RGI60-13.28674,5943
RGI60-13.28679,6222
RGI60-13.28692,6057.935236
RGI60-13.28701,6057
RGI60-13.28715,5925
RGI60-13.28721,5949
RGI60-13.28752,5949
RGI60-13.28756,6291
RGI60-13.28769,5691
RGI60-13.28779,5964
RGI60-13.28799,5898
RGI60-13.28813,6154
RGI60-13.28818,5922
RGI60-13.28857,5975
RGI60-13.28870,6041
RGI60-13.28886,NaN
RGI60-13.28930,6142
RGI60-13.28931,6070.511615
RGI60-13.28935,6174
RGI60-13.28940,6488
RGI60-13.28944,6076.653906
RGI60-13.28955,6241
RGI60-13.28959,6029
RGI60-13.28962,5766
RGI60-13.28967,6168
RGI60-13.28969,6474
RGI60-13.28982,6212
RGI60-13.28986,NaN
RGI60-13.28988,7303.231564
RGI60-13.28992,6025.608351
RGI60-13.28996,6826
RGI60-13.29011,6036
RGI60-13.29013,6053
RGI60-13.29027,6056
RGI60-13.29034,5857
RGI60-13.29039,5798
RGI60-13.29041,5902
RGI60-13.29043,5999
RGI60-13.29082,NaN
RGI60-13.29096,NaN
RGI60-13.29099,NaN
RGI60-13.29100,NaN
RGI60-13.29103,NaN
RGI60-13.29115,NaN
RGI60-13.29119,NaN
RGI60-13.29122,NaN
RGI60-13.29133,NaN
RGI60-13.29141,NaN
RGI60-13.29253,4152
RGI60-13.29301,3796
RGI60-13.29346,3960
RGI60-13.29368,3686
RGI60-13.29374,3734
RGI60-13.29380,3748.017064
RGI60-13.29382,3729.283891
RGI60-13.29395,3911
RGI60-13.29396,3809
RGI60-13.29399,3916
RGI60-13.29403,3737
RGI60-13.29422,3862
RGI60-13.29431,3877.425412
RGI60-13.29436,3773
RGI60-13.29441,3679
RGI60-13.29445,3942
RGI60-13.29451,3797
RGI60-13.29486,4088
RGI60-13.29543,4195
RGI60-13.29567,3875
RGI60-13.29617,3989
RGI60-13.29642,3862
RGI60-13.29662,4128
RGI60-13.29669,4478
RGI60-13.29670,4056
RGI60-13.29671,4217
RGI60-13.29676,3886
RGI60-13.29678,4193.953843
RGI60-13.29681,4308
RGI60-13.29684,3933
RGI60-13.29691,4257
RGI60-13.29709,4082
RGI60-13.29717,4214
RGI60-13.29777,3992
RGI60-13.29893,3798
RGI60-13.29933,3987
RGI60-13.30029,4102
RGI60-13.30043,3804
RGI60-13.30062,3907
RGI60-13.30066,3910
RGI60-13.30070,3955
RGI60-13.30071,4007
RGI60-13.30072,3888
RGI60-13.30102,4077
RGI60-13.30103,3872
RGI60-13.30108,3910
RGI60-13.30120,NaN
RGI60-13.30129,NaN
RGI60-13.30133,NaN
RGI60-13.30136,NaN
RGI60-13.30140,4392
RGI60-13.30173,4234.73533
RGI60-13.30180,4371.971375
RGI60-13.30189,3974
RGI60-13.30191,4037
RGI60-13.30197,4285
RGI60-13.30200,4233
RGI60-13.30237,3834
RGI60-13.30256,4529.122558
RGI60-13.30265,3776
RGI60-13.30268,4309
RGI60-13.30301,NaN
RGI60-13.30306,6825.389638
RGI60-13.30322,NaN
RGI60-13.30325,4067
RGI60-13.30346,NaN
RGI60-13.30352,3723
RGI60-13.30360,4020
RGI60-13.30392,4761
RGI60-13.30399,4338
RGI60-13.30407,4040
RGI60-13.30416,4549
RGI60-13.30437,4187
RGI60-13.30446,4159.377122
RGI60-13.30545,3843
RGI60-13.30609,3894
RGI60-13.30610,4023
RGI60-13.30638,4381
RGI60-13.30654,3992
RGI60-13.30692,3975
RGI60-13.30710,4349
RGI60-13.30729,4032
RGI60-13.30739,4205
RGI60-13.30741,4058
RGI60-13.30756,3859
RGI60-13.30757,4636
RGI60-13.30760,4095
RGI60-13.30763,4190
RGI60-13.30766,4216
RGI60-13.30774,3964
RGI60-13.30783,4229
RGI60-13.30800,4042
RGI60-13.30803,4082
RGI60-13.30809,4501
RGI60-13.30826,4075
RGI60-13.30835,4431
RGI60-13.30836,3962
RGI60-13.30859,4691
RGI60-13.30866,4102
RGI60-13.30872,4024
RGI60-13.30874,4058
RGI60-13.30875,4812
RGI60-13.30878,4098
RGI60-13.30880,3924
RGI60-13.30887,4057
RGI60-13.30888,3944
RGI60-13.30891,4375
RGI60-13.30892,4024
RGI60-13.30894,3900
RGI60-13.30903,4168
RGI60-13.30904,4352
RGI60-13.30912,4566
RGI60-13.30913,4370
RGI60-13.30928,3997
RGI60-13.30937,4302
RGI60-13.30938,4611
RGI60-13.30940,4005
RGI60-13.30941,4024
RGI60-13.30943,3982
RGI60-13.30948,3944
RGI60-13.30951,4019
RGI60-13.30974,3869
RGI60-13.30981,3908
RGI60-13.31013,4190
RGI60-13.31047,4028
RGI60-13.31066,3937
RGI60-13.31067,4939
RGI60-13.31068,3323
RGI60-13.31071,3237
RGI60-13.31079,3305
RGI60-13.31080,3831
RGI60-13.31095,3404
RGI60-13.31097,3877
RGI60-13.31114,4064
RGI60-13.31116,3848
RGI60-13.31120,4877
RGI60-13.31149,3851
RGI60-13.31151,3027
RGI60-13.31154,3931
RGI60-13.31174,4346
RGI60-13.31176,4174
RGI60-13.31184,4283
RGI60-13.31193,4516
RGI60-13.31201,3927
RGI60-13.31210,5155
RGI60-13.31227,3753
RGI60-13.31240,3857
RGI60-13.31255,3791
RGI60-13.31272,4325
RGI60-13.31276,3899
RGI60-13.31277,3911
RGI60-13.31285,4239
RGI60-13.31290,3976
RGI60-13.31296,3970
RGI60-13.31303,3905
RGI60-13.31360,NaN
RGI60-13.31371,NaN
RGI60-13.31397,NaN
RGI60-13.31398,NaN
RGI60-13.31623,4765
RGI60-13.31802,4964
RGI60-13.31807,5149
RGI60-13.31861,5381
RGI60-13.31872,5239
RGI60-13.31906,5534
RGI60-13.31909,5290
RGI60-13.31913,5210
RGI60-13.32018,5130
RGI60-13.32019,5144
RGI60-13.32032,5132
RGI60-13.32033,4903
RGI60-13.32061,4880
RGI60-13.32079,5107
RGI60-13.32135,5269
RGI60-13.32219,NaN
RGI60-13.32330,NaN
RGI60-13.32470,NaN
RGI60-13.32499,NaN
RGI60-13.32502,NaN
RGI60-13.32512,NaN
RGI60-13.32568,NaN
RGI60-13.32577,5300
RGI60-13.32585,5182
RGI60-13.32591,5126.908086
RGI60-13.32613,4903
RGI60-13.32622,4928
RGI60-13.32624,5263
RGI60-13.32629,4970
RGI60-13.32635,5266.652882
RGI60-13.32636,5166
RGI60-13.32638,5066
RGI60-13.32644,5326.425577
RGI60-13.32645,4842
RGI60-13.32646,5176
RGI60-13.32649,5728
RGI60-13.32650,5551
RGI60-13.32653,4893
RGI60-13.32654,5133
RGI60-13.32655,5567
RGI60-13.32657,5046
RGI60-13.32682,5143
RGI60-13.32686,5308
RGI60-13.32695,5358
RGI60-13.32700,5040
RGI60-13.32710,5283
RGI60-13.32716,5140
RGI60-13.32721,5113
RGI60-13.32724,5142
RGI60-13.32730,5145
RGI60-13.32733,5338
RGI60-13.32767,5150
RGI60-13.32770,5279
RGI60-13.32774,5194
RGI60-13.32782,5015
RGI60-13.32791,5002
RGI60-13.32794,4976
RGI60-13.32796,5080
RGI60-13.32799,5121
RGI60-13.32800,5060
RGI60-13.32801,5060
RGI60-13.32804,5111
RGI60-13.32806,4982
RGI60-13.32807,5284
RGI60-13.32808,5164
RGI60-13.32845,NaN
RGI60-13.32914,NaN
RGI60-13.32923,NaN
RGI60-13.32941,NaN
RGI60-13.32951,NaN
RGI60-13.32964,NaN
RGI60-13.32993,NaN
RGI60-13.32996,NaN
RGI60-13.33006,NaN
