RGIId,ELA
RGI60-13.42436,4993
RGI60-13.42449,5045
RGI60-13.42450,5523
RGI60-13.42454,5023
RGI60-13.42455,NaN
RGI60-13.42458,5453
RGI60-13.42465,5335
RGI60-13.42482,5051
RGI60-13.42483,NaN
RGI60-13.42494,4376
RGI60-13.42495,5375
RGI60-13.42496,4956
RGI60-13.42497,5696
RGI60-13.42513,5253
RGI60-13.42514,5090
RGI60-13.42516,4696
RGI60-13.42522,6292
RGI60-13.42523,4873
RGI60-13.42524,4558
RGI60-13.42525,5478
RGI60-13.42534,4781
RGI60-13.42536,5780
RGI60-13.42537,5284
RGI60-13.42540,4622
RGI60-13.42541,4590
RGI60-13.42542,4559
RGI60-13.42551,4146
RGI60-13.42553,4625
RGI60-13.42560,4386
RGI60-13.42676,NaN
RGI60-13.42752,NaN
RGI60-13.42756,4546
RGI60-13.42763,4499
RGI60-13.42767,4484
RGI60-13.42780,NaN
RGI60-13.42781,NaN
RGI60-13.42791,NaN
RGI60-13.42798,NaN
RGI60-13.42803,5181
RGI60-13.42821,4266
RGI60-13.42857,NaN
RGI60-13.42860,4277
RGI60-13.42863,4423
RGI60-13.42883,NaN
RGI60-13.42897,4309
RGI60-13.42901,4189
RGI60-13.42928,4273
RGI60-13.42932,4135
RGI60-13.42936,4123
RGI60-13.42937,4130
RGI60-13.42941,4092
RGI60-13.42994,4684
RGI60-13.42999,4751
RGI60-13.43015,4751
RGI60-13.43028,4294
RGI60-13.43033,4487
RGI60-13.43103,6579.320368
RGI60-13.43104,4914
RGI60-13.43127,4408
RGI60-13.43149,4348
RGI60-13.43150,5018
RGI60-13.43153,4931
RGI60-13.43163,4377
RGI60-13.43164,4374
RGI60-13.43165,NaN
RGI60-13.43172,NaN
RGI60-13.43174,4074
RGI60-13.43185,3874
RGI60-13.43190,5215
RGI60-13.43206,5195
RGI60-13.43207,4544
RGI60-13.43215,NaN
RGI60-13.43219,4608
RGI60-13.43232,3859
RGI60-13.43236,4131
RGI60-13.43239,3928
RGI60-13.43242,4207
RGI60-13.43246,4018
RGI60-13.43252,6995
RGI60-13.43256,3977
RGI60-13.43259,5063
RGI60-13.43261,4423
RGI60-13.43263,5140
RGI60-13.43266,4864
RGI60-13.43267,4020
RGI60-13.43270,3739
RGI60-13.43274,5234
RGI60-13.43276,4049
RGI60-13.43277,4107
RGI60-13.43279,4097
RGI60-13.43295,4192
RGI60-13.43298,5309
RGI60-13.43307,4713
RGI60-13.43308,3862
RGI60-13.43309,5190
RGI60-13.43311,5229
RGI60-13.43315,4868
RGI60-13.43318,4084
RGI60-13.43319,5766
RGI60-13.43328,4126
RGI60-13.43336,4399
RGI60-13.43355,3742
RGI60-13.43357,4392
RGI60-13.43358,4214
RGI60-13.43362,4280
RGI60-13.43363,4129
RGI60-13.43369,4502
RGI60-13.43371,3803
RGI60-13.43372,4206
RGI60-13.43376,4682
RGI60-13.43377,4545
RGI60-13.43378,3691
RGI60-13.43380,4341
RGI60-13.43381,4151
RGI60-13.43388,3691
RGI60-13.43390,4213
RGI60-13.43411,4104
RGI60-13.43415,4180
RGI60-13.43418,4254
RGI60-13.43420,4278
RGI60-13.43427,3653
RGI60-13.43430,5014
RGI60-13.43433,4196
RGI60-13.43440,4844
RGI60-13.43453,4365
RGI60-13.43459,5699.133866
RGI60-13.43460,4798
RGI60-13.43462,4220
RGI60-13.43464,4249
RGI60-13.43466,4332
RGI60-13.43469,4671
RGI60-13.43471,3747
RGI60-13.43474,4238
RGI60-13.43475,4225
RGI60-13.43483,6664
RGI60-13.43491,5411
RGI60-13.43496,5922
RGI60-13.43501,4436
RGI60-13.43508,3415
RGI60-13.43509,5164
RGI60-13.43516,5379
RGI60-13.43519,5412
RGI60-13.43524,3967
RGI60-13.43528,6459
RGI60-13.43530,4896
RGI60-13.43532,4604
RGI60-13.43537,4702
RGI60-13.43547,5743
RGI60-13.43551,5155
RGI60-13.43552,5589
RGI60-13.43554,5906
RGI60-13.43556,4507
RGI60-13.43561,4153
RGI60-13.43563,5106
RGI60-13.43569,4118
RGI60-13.43570,4793
RGI60-13.43578,4536
RGI60-13.43606,4163
RGI60-13.43613,3817
RGI60-13.43620,3984
RGI60-13.43626,5369
RGI60-13.43631,4317
RGI60-13.43632,6358
RGI60-13.43634,5559
RGI60-13.43639,4082
RGI60-13.43641,4803
RGI60-13.43646,5344
RGI60-13.43649,4638
RGI60-13.43663,3992
RGI60-13.43682,5000
RGI60-13.43694,4132
RGI60-13.43703,4207
RGI60-13.43710,4199
RGI60-13.43711,5199
RGI60-13.43714,4189
RGI60-13.43717,NaN
RGI60-13.43719,3936
RGI60-13.43721,4557
RGI60-13.43726,4208
RGI60-13.43736,4204
RGI60-13.43784,4618
RGI60-13.43785,5070
RGI60-13.43787,4821
RGI60-13.43788,5946.059153
RGI60-13.43790,4225
RGI60-13.43800,4728
RGI60-13.43803,5960
RGI60-13.43810,4653
RGI60-13.43814,4961
RGI60-13.43820,4501
RGI60-13.43834,5393
RGI60-13.43842,5231
RGI60-13.43863,4065
RGI60-13.43864,5184
RGI60-13.43866,5129
RGI60-13.43870,4013
RGI60-13.43876,3994
RGI60-13.43892,4582
RGI60-13.43893,5120
RGI60-13.43896,5537.200165
RGI60-13.43897,4759
RGI60-13.43901,4202
RGI60-13.43908,3998
RGI60-13.43924,4061
RGI60-13.43928,4157
RGI60-13.43938,4432
RGI60-13.43942,4601.201133
RGI60-13.43951,5101
RGI60-13.43955,4908
RGI60-13.43962,4830
RGI60-13.43964,4171
RGI60-13.43967,3527
RGI60-13.43977,4516
RGI60-13.43997,4537
RGI60-13.44010,7014.21677
RGI60-13.44019,4014
RGI60-13.44020,4436
RGI60-13.44027,4527
RGI60-13.44063,4762
RGI60-13.44218,NaN
RGI60-13.44382,4363
RGI60-13.44388,4205
RGI60-13.44437,NaN
RGI60-13.44493,NaN
RGI60-13.44504,NaN
RGI60-13.44531,4156
RGI60-13.44542,4324
RGI60-13.44596,4231
RGI60-13.44629,4108
RGI60-13.44674,3782
RGI60-13.44684,4212
RGI60-13.44810,4115
RGI60-13.44822,4141
RGI60-13.44825,4098
RGI60-13.44832,4405
RGI60-13.44838,4345
RGI60-13.44845,4516
RGI60-13.44848,4169
RGI60-13.44849,4204
RGI60-13.44858,4114
RGI60-13.44861,4759
RGI60-13.44870,14072.18053
RGI60-13.44879,4507
RGI60-13.44889,4871.688397
RGI60-13.44890,4326.863366
RGI60-13.44891,4804.971058
RGI60-13.44896,4312
RGI60-13.45024,NaN
RGI60-13.45028,NaN
RGI60-13.45044,NaN
RGI60-13.45052,NaN
RGI60-13.45054,NaN
RGI60-13.45058,NaN
RGI60-13.45066,NaN
RGI60-13.45201,NaN
RGI60-13.45202,NaN
RGI60-13.45210,NaN
RGI60-13.45211,NaN
RGI60-13.45222,NaN
RGI60-13.45233,NaN
RGI60-13.45247,NaN
RGI60-13.45301,NaN
RGI60-13.45806,4549
RGI60-13.45852,4573
RGI60-13.45856,4622
RGI60-13.45865,4953
RGI60-13.45877,5985.541322
RGI60-13.45897,4404.556762
RGI60-13.45898,4487.571299
RGI60-13.45930,4200
RGI60-13.45945,4473
RGI60-13.45950,4980
RGI60-13.45960,4089
RGI60-13.46007,5004
RGI60-13.46008,4389
RGI60-13.46026,3961
RGI60-13.46028,5235
RGI60-13.46142,4431
RGI60-13.46150,4139
RGI60-13.46168,4260
RGI60-13.46181,4251
RGI60-13.46189,4643
RGI60-13.46192,4509.273208
RGI60-13.46205,3959
RGI60-13.46336,4012
RGI60-13.46355,4161.047797
RGI60-13.46386,3909
RGI60-13.46390,4054
RGI60-13.46394,4418.690916
RGI60-13.46406,4033
RGI60-13.46408,4553
RGI60-13.46418,5037
RGI60-13.46431,5020
RGI60-13.46451,4178
RGI60-13.46453,4122
RGI60-13.46458,4489
RGI60-13.46468,4298
RGI60-13.46476,4563
RGI60-13.46505,4747
RGI60-13.46508,4789
RGI60-13.46510,5073
RGI60-13.46515,4136
RGI60-13.46520,4154
RGI60-13.46546,4210
RGI60-13.46547,4974
RGI60-13.46548,4270
RGI60-13.46549,5530.680394
RGI60-13.46566,4665
RGI60-13.46575,4502.589253
RGI60-13.46686,4358
RGI60-13.46689,4164
RGI60-13.46698,4700
RGI60-13.46721,4126
RGI60-13.46722,4851
RGI60-13.46724,4749
RGI60-13.46726,4250
RGI60-13.46745,4874.301324
RGI60-13.46755,4676
RGI60-13.46757,4827
RGI60-13.46760,4866
RGI60-13.46761,4936
RGI60-13.46773,4087
RGI60-13.46777,4508
RGI60-13.46805,4007
RGI60-13.46828,4200
RGI60-13.46910,3908
RGI60-13.46942,3861
RGI60-13.46945,4122
RGI60-13.46946,4539
RGI60-13.46949,3852
RGI60-13.46950,4433.928142
RGI60-13.46961,3974
RGI60-13.46987,4052
RGI60-13.47012,NaN
RGI60-13.47027,4945
RGI60-13.47037,4066
RGI60-13.47066,3971
RGI60-13.47119,3889
RGI60-13.47123,4140
RGI60-13.47132,4208
RGI60-13.47137,4848
RGI60-13.47152,3923
RGI60-13.47169,10012.79707
RGI60-13.47184,4562.090231
RGI60-13.47187,3690
RGI60-13.47202,4209.584835
RGI60-13.47214,4255.627155
RGI60-13.47259,4061.562982
RGI60-13.47287,4323
RGI60-13.47302,3851
RGI60-13.47306,3675
RGI60-13.47328,3984.742365
RGI60-13.47355,4380
RGI60-13.47408,3974
RGI60-13.47409,3823.424175
RGI60-13.47410,3745
RGI60-13.47423,3844
RGI60-13.47431,3917
RGI60-13.47433,3809
RGI60-13.47447,3824
RGI60-13.47494,NaN
RGI60-13.47497,NaN
RGI60-13.47499,NaN
RGI60-13.47507,NaN
RGI60-13.47540,3586
RGI60-13.47541,3550
RGI60-13.47573,NaN
RGI60-13.47580,NaN
RGI60-13.47583,NaN
RGI60-13.47584,4522
RGI60-13.47598,3968
RGI60-13.47605,3697
RGI60-13.47607,4004
RGI60-13.47610,4031
RGI60-13.47622,3947
RGI60-13.47633,3761
RGI60-13.47637,3714
RGI60-13.47641,3716
RGI60-13.47652,4272
RGI60-13.47656,3950
RGI60-13.47677,4006
RGI60-13.47686,3780
RGI60-13.47744,4166
RGI60-13.47746,3883
RGI60-13.47775,4094
RGI60-13.47782,3789
RGI60-13.47792,3782
RGI60-13.47815,3682.324219
RGI60-13.47825,3853
RGI60-13.47854,3344
RGI60-13.47914,NaN
RGI60-13.47919,NaN
RGI60-13.47923,NaN
RGI60-13.47971,4074
RGI60-13.48014,4126
RGI60-13.48029,4140.44233
RGI60-13.48039,3849
RGI60-13.48040,3587
RGI60-13.48042,4450.784485
RGI60-13.48181,NaN
RGI60-13.48187,NaN
RGI60-13.48211,NaN
RGI60-13.48223,NaN
RGI60-13.48229,NaN
RGI60-13.48323,NaN
RGI60-13.48392,NaN
RGI60-13.48395,NaN
RGI60-13.48400,NaN
RGI60-13.48401,NaN
RGI60-13.48404,NaN
RGI60-13.48408,NaN
RGI60-13.48409,NaN
RGI60-13.48413,NaN
RGI60-13.48421,NaN
RGI60-13.48422,NaN
RGI60-13.48424,NaN
RGI60-13.48497,5686
RGI60-13.48542,5368
RGI60-13.48543,5430
RGI60-13.48546,5480
RGI60-13.48550,5509
RGI60-13.48551,5360
RGI60-13.48552,5341
RGI60-13.48553,5415
RGI60-13.48554,5391
RGI60-13.48586,5219
RGI60-13.48925,5493
RGI60-13.48926,5471
RGI60-13.48927,5532
RGI60-13.48930,5634
RGI60-13.48934,5740
RGI60-13.48935,5593
RGI60-13.48936,5460
RGI60-13.48966,NaN
RGI60-13.48968,NaN
RGI60-13.48969,NaN
RGI60-13.48971,NaN
RGI60-13.48989,NaN
RGI60-13.48990,NaN
RGI60-13.48991,NaN
RGI60-13.49012,5802
RGI60-13.49013,5424
RGI60-13.49017,NaN
RGI60-13.49041,5814
RGI60-13.49043,5736
RGI60-13.49044,5729
RGI60-13.49045,5725
RGI60-13.49046,5712
RGI60-13.49052,5668
RGI60-13.49059,5572
RGI60-13.49060,5639
RGI60-13.49061,5758
RGI60-13.49062,5461
RGI60-13.49064,5570
RGI60-13.49066,5639
RGI60-13.49067,5628
RGI60-13.49069,5715
RGI60-13.49075,5701
RGI60-13.49081,5457
RGI60-13.49083,5499
RGI60-13.49095,5445
RGI60-13.49097,5967
RGI60-13.49111,5417
RGI60-13.49113,5445
RGI60-13.49185,5530
RGI60-13.49186,5512
RGI60-13.49187,5326
RGI60-13.49191,5446
RGI60-13.49192,5425
RGI60-13.49193,5622
RGI60-13.49194,5456
RGI60-13.49195,5433
RGI60-13.49198,5474
RGI60-13.49205,NaN
RGI60-13.49207,NaN
RGI60-13.49208,NaN
RGI60-13.49209,NaN
RGI60-13.49210,NaN
RGI60-13.49212,NaN
RGI60-13.49213,NaN
RGI60-13.49222,5307
RGI60-13.49226,5409
RGI60-13.49248,NaN
RGI60-13.49251,NaN
RGI60-13.49252,NaN
RGI60-13.49259,5769
RGI60-13.49261,5689
RGI60-13.49262,6018
RGI60-13.49265,5437
RGI60-13.49266,5701
RGI60-13.49270,5661
RGI60-13.49271,5646
RGI60-13.49272,5712
RGI60-13.49277,5805
RGI60-13.49279,5881
RGI60-13.49285,5654
RGI60-13.49287,5614
RGI60-13.49288,5911
RGI60-13.49292,5732
RGI60-13.49293,5739
RGI60-13.49294,5740
RGI60-13.49295,5703
RGI60-13.49298,5761
RGI60-13.49300,5794
RGI60-13.49307,5886
RGI60-13.49308,5744
RGI60-13.49310,5838
RGI60-13.49312,5845
RGI60-13.49324,5816
RGI60-13.49327,5880
RGI60-13.49332,5483
RGI60-13.49333,NaN
RGI60-13.49337,6069.523823
RGI60-13.49339,5943
RGI60-13.49344,5851
RGI60-13.49345,5747
RGI60-13.49353,NaN
RGI60-13.49354,NaN
RGI60-13.49370,NaN
RGI60-13.49371,NaN
RGI60-13.49374,NaN
RGI60-13.49376,NaN
RGI60-13.49384,5698
RGI60-13.49391,5798
RGI60-13.49394,5732
RGI60-13.49395,5748
RGI60-13.49396,5762
RGI60-13.49399,5855
RGI60-13.49402,6108
RGI60-13.49403,5858
RGI60-13.49408,5609
RGI60-13.49415,5714
RGI60-13.49421,NaN
RGI60-13.49476,NaN
RGI60-13.49482,NaN
RGI60-13.49532,NaN
RGI60-13.49550,NaN
RGI60-13.49551,NaN
RGI60-13.49570,NaN
RGI60-13.49577,NaN
RGI60-13.49582,NaN
RGI60-13.49584,NaN
RGI60-13.49601,NaN
RGI60-13.49604,NaN
RGI60-13.49643,NaN
RGI60-13.49645,NaN
RGI60-13.49687,6148
RGI60-13.49702,6185
RGI60-13.49703,5878
RGI60-13.49724,6031.340861
RGI60-13.49728,6097.442839
RGI60-13.49734,6029
RGI60-13.49741,6016
RGI60-13.49747,6072
RGI60-13.49748,6127.883122
RGI60-13.49762,NaN
RGI60-13.49770,NaN
RGI60-13.49777,6177
RGI60-13.49785,6356
RGI60-13.49789,NaN
RGI60-13.49792,6066
RGI60-13.49805,6150
RGI60-13.49808,6343.767139
RGI60-13.49815,6182
RGI60-13.49838,6036
RGI60-13.49866,6069
RGI60-13.49868,6006
RGI60-13.49884,6056
RGI60-13.49898,5996
RGI60-13.49911,NaN
RGI60-13.49914,NaN
RGI60-13.49921,NaN
RGI60-13.49931,NaN
RGI60-13.49933,NaN
RGI60-13.49934,NaN
RGI60-13.49940,NaN
RGI60-13.49974,NaN
RGI60-13.49985,NaN
RGI60-13.50083,NaN
RGI60-13.50086,NaN
RGI60-13.50089,NaN
RGI60-13.50096,NaN
RGI60-13.50097,NaN
RGI60-13.50104,NaN
RGI60-13.50106,NaN
RGI60-13.50107,NaN
RGI60-13.50108,NaN
RGI60-13.50111,NaN
RGI60-13.50116,NaN
RGI60-13.50120,NaN
RGI60-13.50124,NaN
RGI60-13.50127,NaN
RGI60-13.50134,NaN
RGI60-13.50149,NaN
RGI60-13.50214,NaN
RGI60-13.50218,NaN
RGI60-13.50230,NaN
RGI60-13.50354,NaN
RGI60-13.50355,NaN
RGI60-13.50360,NaN
RGI60-13.50364,NaN
RGI60-13.50391,NaN
RGI60-13.50394,NaN
RGI60-13.50410,6176
RGI60-13.50411,6158
RGI60-13.50412,6077
RGI60-13.50414,6109
RGI60-13.50415,6137
RGI60-13.50416,6120
RGI60-13.50417,6090
RGI60-13.50420,6101
RGI60-13.50421,6027
RGI60-13.50423,6172
RGI60-13.50431,6042
RGI60-13.50434,6075
RGI60-13.50454,6320
RGI60-13.50455,6099
RGI60-13.50464,6252
RGI60-13.50528,NaN
RGI60-13.50585,NaN
RGI60-13.50598,NaN
RGI60-13.50608,NaN
RGI60-13.50649,NaN
RGI60-13.50654,NaN
RGI60-13.50655,NaN
RGI60-13.50660,NaN
RGI60-13.50667,NaN
RGI60-13.50671,NaN
RGI60-13.50677,NaN
RGI60-13.50683,NaN
RGI60-13.50690,6118
RGI60-13.50699,6219
RGI60-13.50702,6205
RGI60-13.50712,5944
RGI60-13.50718,6086
RGI60-13.50719,6168
RGI60-13.50727,6335
RGI60-13.50730,6328
RGI60-13.50769,6105
RGI60-13.50780,6451
RGI60-13.50808,6457
RGI60-13.50816,6536
RGI60-13.50821,6474
RGI60-13.50822,6423
RGI60-13.50827,6135
RGI60-13.50832,6208
RGI60-13.50834,6225
RGI60-13.50867,6278
RGI60-13.50877,6094
RGI60-13.50920,6348
RGI60-13.50921,6187
RGI60-13.50935,6154
RGI60-13.50941,6440.916215
RGI60-13.50951,6306
RGI60-13.50952,6459
RGI60-13.50963,6547
RGI60-13.50966,6436
RGI60-13.50969,6212
RGI60-13.50984,6093
RGI60-13.50994,6179
RGI60-13.50997,6159
RGI60-13.51066,NaN
RGI60-13.51069,NaN
RGI60-13.51079,NaN
RGI60-13.51095,NaN
RGI60-13.51117,NaN
RGI60-13.51123,6110.063168
RGI60-13.51136,NaN
RGI60-13.51140,6080
RGI60-13.51153,6069
RGI60-13.51165,6080
RGI60-13.51211,6480
RGI60-13.51215,6484.747876
RGI60-13.51218,6227
RGI60-13.51227,6232.628648
RGI60-13.51242,NaN
RGI60-13.51244,NaN
RGI60-13.51245,NaN
RGI60-13.51250,NaN
RGI60-13.51253,NaN
RGI60-13.51254,NaN
RGI60-13.51260,NaN
RGI60-13.51264,NaN
RGI60-13.51284,NaN
RGI60-13.51286,NaN
RGI60-13.51288,NaN
RGI60-13.51301,NaN
RGI60-13.51346,NaN
RGI60-13.51407,6319
RGI60-13.51409,5892
RGI60-13.51418,5583
RGI60-13.51422,6034
RGI60-13.51424,5689
RGI60-13.51425,5831
RGI60-13.51428,5738
RGI60-13.51429,5537
RGI60-13.51430,5700
RGI60-13.51432,5885
RGI60-13.51437,5797
RGI60-13.51452,NaN
RGI60-13.51472,5641
RGI60-13.51473,5859
RGI60-13.51476,5940
RGI60-13.51485,NaN
RGI60-13.51487,NaN
RGI60-13.51490,5886
RGI60-13.51500,NaN
RGI60-13.51502,6204
RGI60-13.51504,6346
RGI60-13.51505,9875.840187
RGI60-13.51519,6156
RGI60-13.51521,NaN
RGI60-13.51524,5674
RGI60-13.51527,6386
RGI60-13.51540,5784
RGI60-13.51547,5714
RGI60-13.51554,5952
RGI60-13.51555,6012
RGI60-13.51558,6020
RGI60-13.51562,11146.37324
RGI60-13.51567,NaN
RGI60-13.51586,6312
RGI60-13.51606,5726
RGI60-13.51611,5849
RGI60-13.51614,5684
RGI60-13.51630,5773
RGI60-13.51641,5916
RGI60-13.51662,6050
RGI60-13.51665,6117
RGI60-13.51692,5955
RGI60-13.51705,5921.789845
RGI60-13.51711,6228
RGI60-13.51713,5826
RGI60-13.51715,6337
RGI60-13.51717,5708
RGI60-13.51721,5826
RGI60-13.51723,6564
RGI60-13.51726,5788
RGI60-13.51731,6142
RGI60-13.51732,6012
RGI60-13.51736,5981
RGI60-13.51749,6033
RGI60-13.51750,6198
RGI60-13.51759,5978
RGI60-13.51761,5613
RGI60-13.51769,6024
RGI60-13.51771,5787
RGI60-13.51774,5987
RGI60-13.51780,6019
RGI60-13.51782,6074
RGI60-13.51787,6079
RGI60-13.51789,5930
RGI60-13.51801,6034
RGI60-13.51803,5957
RGI60-13.51806,6347
RGI60-13.51810,6124
RGI60-13.51834,5917
RGI60-13.51837,5830
RGI60-13.51842,5801
RGI60-13.51843,6145
RGI60-13.51845,NaN
RGI60-13.51851,6180
RGI60-13.51865,6676
RGI60-13.51878,5877
RGI60-13.51879,5685
RGI60-13.51890,6064
RGI60-13.51915,5943
RGI60-13.52024,6163.166055
RGI60-13.52033,6000
RGI60-13.52036,5977
RGI60-13.52042,NaN
RGI60-13.52049,6005
RGI60-13.52062,6903.889613
RGI60-13.52126,5918
RGI60-13.52147,6096
RGI60-13.52151,6276
RGI60-13.52161,6276
RGI60-13.52235,6209.58921
RGI60-13.52268,6163.023798
RGI60-13.52277,5939
RGI60-13.52406,6079
RGI60-13.52421,5918
RGI60-13.52478,5690
RGI60-13.52485,6148
RGI60-13.52490,6054
RGI60-13.52497,5966
RGI60-13.52501,6131
RGI60-13.52589,6203
RGI60-13.52594,5944
RGI60-13.52609,6050
RGI60-13.52626,6150
RGI60-13.52631,6048
RGI60-13.52634,6010
RGI60-13.52635,5987
RGI60-13.52646,5937
RGI60-13.52658,5787
RGI60-13.52663,5915
RGI60-13.52846,NaN
RGI60-13.53206,5613
RGI60-13.53207,5910
RGI60-13.53208,5823
RGI60-13.53209,5838
RGI60-13.53212,6178
RGI60-13.53213,5778
RGI60-13.53215,5983
RGI60-13.53218,5903
RGI60-13.53221,5673
RGI60-13.53222,681.9933107
RGI60-13.53223,5861
RGI60-13.53230,5924
RGI60-13.53234,6395
RGI60-13.53237,5732
RGI60-13.53241,5637
RGI60-13.53242,5786
RGI60-13.53243,6269
RGI60-13.53249,5794
RGI60-13.53251,6120
RGI60-13.53255,5952
RGI60-13.53269,5801
RGI60-13.53272,5619
RGI60-13.53275,5817
RGI60-13.53277,5970
RGI60-13.53301,5825
RGI60-13.53304,6005
RGI60-13.53305,5982
RGI60-13.53307,5715
RGI60-13.53308,5837
RGI60-13.53311,NaN
RGI60-13.53312,5694
RGI60-13.53316,5618
RGI60-13.53334,5782
RGI60-13.53335,5461
RGI60-13.53336,5892
RGI60-13.53337,5662
RGI60-13.53342,5603
RGI60-13.53350,5828
RGI60-13.53354,5623
RGI60-13.53355,5769
RGI60-13.53356,5873
RGI60-13.53375,5797
RGI60-13.53377,5984
RGI60-13.53378,6207
RGI60-13.53380,6081
RGI60-13.53382,5618
RGI60-13.53408,5661
RGI60-13.53419,5850
RGI60-13.53421,5697
RGI60-13.53425,5813
RGI60-13.53428,6029
RGI60-13.53430,5801
RGI60-13.53431,5987
RGI60-13.53433,5984
RGI60-13.53435,6124
RGI60-13.53439,5774
RGI60-13.53445,5791
RGI60-13.53482,6015
RGI60-13.53484,6114
RGI60-13.53485,5832
RGI60-13.53486,5856
RGI60-13.53487,5906
RGI60-13.53497,6057
RGI60-13.53498,6069
RGI60-13.53507,5966
RGI60-13.53510,5934
RGI60-13.53522,6093
RGI60-13.53531,6059
RGI60-13.53533,5947
RGI60-13.53537,6063
RGI60-13.53544,5805
RGI60-13.53554,5905
RGI60-13.53556,6230
RGI60-13.53565,5901
RGI60-13.53578,5758
RGI60-13.53595,5922
RGI60-13.53598,5682
RGI60-13.53621,5835
RGI60-13.53622,5923
RGI60-13.53643,5738
RGI60-13.53645,5719
RGI60-13.53649,5797
RGI60-13.53651,5966
RGI60-13.53655,6020
RGI60-13.53660,5675
RGI60-13.53662,5746
RGI60-13.53668,5730
RGI60-13.53671,6508
RGI60-13.53678,5670
RGI60-13.53679,5787
RGI60-13.53681,5865
RGI60-13.53683,5697
RGI60-13.53689,5831
RGI60-13.53691,5695
RGI60-13.53694,5817
RGI60-13.53696,5700
RGI60-13.53711,5750
RGI60-13.53713,6433
RGI60-13.53720,6072
RGI60-13.53722,6213
RGI60-13.53775,5514
RGI60-13.53800,NaN
RGI60-13.53808,5621
RGI60-13.53809,5585
RGI60-13.53810,5518
RGI60-13.53811,5590
RGI60-13.53812,5550
RGI60-13.53816,5676
RGI60-13.53829,5630
RGI60-13.53831,5456
RGI60-13.53836,NaN
RGI60-13.53840,NaN
RGI60-13.53867,NaN
RGI60-13.53876,NaN
RGI60-13.53878,5521
RGI60-13.53883,NaN
RGI60-13.53885,5811
RGI60-13.53886,NaN
RGI60-13.53888,5788
RGI60-13.53890,5808
RGI60-13.53891,6074
RGI60-13.53895,5799
RGI60-13.53896,5948
RGI60-13.53897,5688
RGI60-13.53899,5693
RGI60-13.53903,5718
RGI60-13.53905,5842
RGI60-13.53906,6213
RGI60-13.53913,NaN
RGI60-13.53916,NaN
RGI60-13.53917,NaN
RGI60-13.53919,NaN
RGI60-13.53930,NaN
RGI60-13.53933,NaN
RGI60-13.53935,NaN
RGI60-13.53945,NaN
RGI60-13.53946,NaN
RGI60-13.53947,NaN
RGI60-13.53951,NaN
RGI60-13.53953,NaN
RGI60-13.53958,NaN
RGI60-13.53959,NaN
RGI60-13.53960,NaN
RGI60-13.53961,NaN
RGI60-13.53975,NaN
RGI60-13.53979,NaN
RGI60-13.53988,NaN
RGI60-13.53991,NaN
RGI60-13.53995,NaN
RGI60-13.53998,NaN
RGI60-13.54003,NaN
RGI60-13.54005,NaN
RGI60-13.54006,NaN
RGI60-13.54008,NaN
RGI60-13.54016,NaN
RGI60-13.54026,NaN
RGI60-13.54029,NaN
RGI60-13.54051,NaN
RGI60-13.54052,NaN
RGI60-13.54057,6082
RGI60-13.54059,6384
RGI60-13.54067,5663
RGI60-13.54068,5657
RGI60-13.54072,5750
RGI60-13.54074,5554
RGI60-13.54075,5605
RGI60-13.54076,5703
RGI60-13.54077,5932
RGI60-13.54086,5660
RGI60-13.54090,5828
RGI60-13.54093,5897
RGI60-13.54096,5948
RGI60-13.54097,5909
RGI60-13.54104,5733
RGI60-13.54105,5847
RGI60-13.54108,5706
RGI60-13.54114,6349
RGI60-13.54117,5562
RGI60-13.54121,5687
RGI60-13.54130,5556
RGI60-13.54145,5572
RGI60-13.54183,6048
RGI60-13.54186,5909
RGI60-13.54189,5830
RGI60-13.54192,5866
RGI60-13.54197,5898
RGI60-13.54198,5705
RGI60-13.54199,5972
RGI60-13.54202,5660
RGI60-13.54205,6031
RGI60-13.54207,5781
RGI60-13.54208,5821
RGI60-13.54209,5956
RGI60-13.54211,6112
RGI60-13.54212,5787
RGI60-13.54213,6054
RGI60-13.54215,NaN
RGI60-13.54221,NaN
RGI60-13.54229,NaN
RGI60-13.54233,NaN
RGI60-13.54234,NaN
RGI60-13.54251,NaN
RGI60-13.54257,NaN
RGI60-13.54270,NaN
RGI60-13.54281,NaN
RGI60-13.54282,NaN
RGI60-13.54283,NaN
RGI60-13.54301,NaN
RGI60-13.54302,NaN
RGI60-13.54304,NaN
RGI60-13.54306,NaN
RGI60-13.54309,NaN
RGI60-13.54311,NaN
RGI60-13.54314,NaN
RGI60-13.54317,NaN
RGI60-13.54333,NaN
RGI60-13.54339,6007
RGI60-13.54345,NaN
RGI60-13.54351,NaN
RGI60-13.54355,NaN
RGI60-13.54356,NaN
RGI60-13.54359,NaN
RGI60-13.54361,NaN
RGI60-13.54362,NaN
RGI60-13.54364,NaN
RGI60-13.54368,NaN
RGI60-13.54369,NaN
RGI60-13.54373,NaN
RGI60-13.54380,NaN
RGI60-13.54382,NaN
RGI60-13.54389,NaN
RGI60-13.54397,NaN
RGI60-13.54401,NaN
RGI60-13.54416,NaN
RGI60-13.54418,NaN
RGI60-13.54419,NaN
RGI60-13.54423,NaN
RGI60-13.54428,NaN
RGI60-13.54429,NaN
RGI60-13.54431,3434
RGI60-14.00005,4018
RGI60-14.00018,4165
RGI60-14.00032,4303
RGI60-14.00036,3388
RGI60-14.00043,4458
RGI60-14.00057,2994
RGI60-14.00063,4720
